,time,temperature [°C],relative humidity [%],dew point [°C],apparent temperature [°C],wind speed [km/h],wind direction [°]
7277,2025-04-01T05:00,9.8,42,-2.5,7.2,0.5,135
7278,2025-04-01T06:00,9.6,44,-1.9,7,1.4,310
7279,2025-04-01T07:00,10.7,55,1.9,8.8,0.6,252
7280,2025-04-01T08:00,12.7,49,2.2,10.6,2.9,266
7281,2025-04-01T09:00,14.5,47,3.5,12.5,3.2,313
7282,2025-04-01T10:00,16.2,43,3.7,14.3,2.8,305
7283,2025-04-01T11:00,17.8,35,2.1,16.3,5.2,299
7284,2025-04-01T12:00,18.8,35,3,17.5,8.7,291
7285,2025-04-01T13:00,20.2,31,2.7,18.7,11.8,294
7286,2025-04-01T14:00,20,32,3,17.7,14.3,288
7287,2025-04-01T15:00,19.3,34,2.9,16.1,14.1,280
7288,2025-04-01T16:00,18.5,43,5.8,15.4,14.1,265
7289,2025-04-01T17:00,17.2,57,8.5,15.1,12.1,255
7290,2025-04-01T18:00,15.6,69,9.9,14.5,7.4,247
7291,2025-04-01T19:00,12.4,85,9.9,11.5,6.1,230
7292,2025-04-01T20:00,12,88,10,10.9,7.7,231
7293,2025-04-01T21:00,10.5,92,9.3,9.7,4.8,214
7294,2025-04-01T22:00,10.1,92,8.8,9.4,2.3,162
7295,2025-04-01T23:00,9.6,93,8.5,9.1,1.2,141
7296,2025-04-02T00:00,9.8,91,8.4,9.3,0.6,146
7297,2025-04-02T01:00,9.4,89,7.7,8.8,0.4,207
7298,2025-04-02T02:00,8.5,93,7.4,7.7,0.9,259
7299,2025-04-02T03:00,8,94,7.2,7.2,0.9,143
7300,2025-04-02T04:00,7.8,96,7.2,6.9,1.6,243
7301,2025-04-02T05:00,8.2,95,7.4,7.5,0.5,270
7302,2025-04-02T06:00,7.9,95,7.2,7,1.8,294
7303,2025-04-02T07:00,9.4,92,8.1,8.4,3.6,333
7304,2025-04-02T08:00,10.8,88,8.9,9.8,5.1,321
7305,2025-04-02T09:00,13.7,77,9.8,13,4.7,320
7306,2025-04-02T10:00,16.6,66,10.2,16.4,4.3,268
7307,2025-04-02T11:00,18.6,50,8,17.5,10.1,213
7308,2025-04-02T12:00,19.3,42,6,17.4,13.7,203
7309,2025-04-02T13:00,19.8,35,3.9,16.9,15.9,198
7310,2025-04-02T14:00,19.7,36,4.4,17.3,14.5,199
7311,2025-04-02T15:00,19.8,36,4.3,17.2,15.5,205
7312,2025-04-02T16:00,18.9,39,4.7,15.6,13.9,209
7313,2025-04-02T17:00,18.2,39,3.9,15,12.6,204
7314,2025-04-02T18:00,16.3,48,5.2,13.9,8.6,216
7315,2025-04-02T19:00,13,61,5.7,11,6.9,229
7316,2025-04-02T20:00,11.7,70,6.4,10.1,4.7,220
7317,2025-04-02T21:00,11.2,72,6.3,10.1,1.1,171
7318,2025-04-02T22:00,10.2,75,6,9.2,0.2,90
7319,2025-04-02T23:00,9.6,73,5,8,3,115
7320,2025-04-03T00:00,9.3,73,4.7,7.3,5,131
7321,2025-04-03T01:00,10.1,83,7.4,9.1,2.5,86
7322,2025-04-03T02:00,10,90,8.4,9,4.6,72
7323,2025-04-03T03:00,10.1,92,8.8,9.3,3.6,53
7324,2025-04-03T04:00,10.3,89,8.5,9.1,5.6,50
7325,2025-04-03T05:00,10,88,8,8.3,7.9,101
7326,2025-04-03T06:00,10,90,8.5,9,4.1,29
7327,2025-04-03T07:00,10.3,89,8.6,8.6,8.8,85
7328,2025-04-03T08:00,11,84,8.4,9.6,6.4,74
7329,2025-04-03T09:00,11.9,80,8.5,11.1,3.1,357
7330,2025-04-03T10:00,12.4,79,8.8,11.1,6.5,346
7331,2025-04-03T11:00,13.3,73,8.5,11.9,6.9,6
7332,2025-04-03T12:00,15.6,65,9,14.7,4.7,337
7333,2025-04-03T13:00,16.5,64,9.7,15.4,7,273
7334,2025-04-03T14:00,16.5,67,10.4,15.8,5.8,306
7335,2025-04-03T15:00,17.4,64,10.6,17,7,339
7336,2025-04-03T16:00,16.5,69,10.8,15.3,9.7,2
7337,2025-04-03T17:00,15.9,72,10.9,15.3,6,17
7338,2025-04-03T18:00,14.6,83,11.8,14.8,3.1,10
7339,2025-04-03T19:00,12.9,84,10.3,12.8,1.2,27
7340,2025-04-03T20:00,11.6,88,9.7,11.1,2.7,70
7341,2025-04-03T21:00,10.7,88,8.8,10.3,0.8,135
7342,2025-04-03T22:00,11.9,80,8.6,10.1,9.9,182
7343,2025-04-03T23:00,11.7,88,9.8,10.5,8,152
7344,2025-04-04T00:00,12.1,87,9.9,9.4,18.1,133
7345,2025-04-04T01:00,11.8,86,9.5,11.1,4,201
7346,2025-04-04T02:00,11.4,80,8.1,10.7,1.4,130
7347,2025-04-04T03:00,11.9,75,7.6,10.5,5.6,159
7348,2025-04-04T04:00,12,75,7.6,11,2.4,222
7349,2025-04-04T05:00,11.7,74,7.1,10,6.2,120
7350,2025-04-04T06:00,12.5,69,7,9.8,13.4,134
7351,2025-04-04T07:00,13.4,68,7.6,10.8,13.5,149
7352,2025-04-04T08:00,14.6,65,8.1,12.1,13.9,147
7353,2025-04-04T09:00,15.5,59,7.6,12.1,19.2,165
7354,2025-04-04T10:00,15.2,64,8.5,11.5,22.6,164
7355,2025-04-04T11:00,16.4,57,7.7,12.8,20.8,176
7356,2025-04-04T12:00,15.9,63,8.8,12.6,20.8,189
7357,2025-04-04T13:00,16.7,50,6.4,12.5,26.3,180
7358,2025-04-04T14:00,16.6,55,7.6,12.3,25.3,176
7359,2025-04-04T15:00,16.3,60,8.6,12.8,22.1,187
7360,2025-04-04T16:00,15.5,62,8.2,12.1,20.4,191
7361,2025-04-04T17:00,14.6,66,8.3,11.7,16.9,172
7362,2025-04-04T18:00,13.8,67,7.7,10.8,16,154
7363,2025-04-04T19:00,12.8,69,7.3,10.5,11.2,169
7364,2025-04-04T20:00,12,71,6.9,10,8.6,169
7365,2025-04-04T21:00,11,73,6.4,9.3,6,159
7366,2025-04-04T22:00,9.2,82,6.3,7.9,3,142
7367,2025-04-04T23:00,8.7,85,6.3,7.6,1.4,130
7368,2025-04-05T00:00,8.1,87,6.1,6.9,1.8,114
7369,2025-04-05T01:00,8.6,89,6.9,7.5,1.9,112
7370,2025-04-05T02:00,8,92,6.9,6.4,5.7,103
7371,2025-04-05T03:00,7.7,96,7.1,6.2,5.5,99
7372,2025-04-05T04:00,7.4,97,7,6.1,3.8,98
7373,2025-04-05T05:00,7.7,96,7.1,6.6,2.2,99
7374,2025-04-05T06:00,8,93,6.9,7.2,0.6,72
7375,2025-04-05T07:00,9.3,92,8,8.5,1.9,299
7376,2025-04-05T08:00,10.3,87,8.2,9.3,4.2,301
7377,2025-04-05T09:00,11.7,75,7.4,10.4,4.1,326
7378,2025-04-05T10:00,13.1,66,6.8,11.7,3.7,309
7379,2025-04-05T11:00,14.3,60,6.8,13.4,4,306
7380,2025-04-05T12:00,15.7,55,6.6,15.6,4.7,286
7381,2025-04-05T13:00,16.3,46,4.8,14.5,6.3,283
7382,2025-04-05T14:00,16.9,46,5,14.8,6.8,282
7383,2025-04-05T15:00,17.2,44,4.7,14.7,8.7,264
7384,2025-04-05T16:00,16.7,46,5.1,13.9,11.2,270
7385,2025-04-05T17:00,16,50,5.6,13.2,11.9,274
7386,2025-04-05T18:00,14.4,59,6.6,12.3,8.8,287
7387,2025-04-05T19:00,11.3,73,6.7,10,3.3,279
7388,2025-04-05T20:00,10,78,6.4,8.6,3.2,251
7389,2025-04-05T21:00,9.2,82,6.3,7.8,3.2,243
7390,2025-04-05T22:00,8.4,83,5.7,7.2,0.9,217
7391,2025-04-05T23:00,7.8,84,5.3,6.5,1.2,207
7392,2025-04-06T00:00,7.1,85,4.8,5.7,1.3,164
7393,2025-04-06T01:00,6.5,90,4.9,4.9,2.4,144
7394,2025-04-06T02:00,6,89,4.4,4.3,2.4,144
7395,2025-04-06T03:00,5.4,90,3.8,3.5,3.1,114
7396,2025-04-06T04:00,5,90,3.5,3.2,1.6,96
7397,2025-04-06T05:00,4.5,91,3.1,2.9,0.5,90
7398,2025-04-06T06:00,4.3,90,2.8,2.6,0.4,90
7399,2025-04-06T07:00,6.3,85,3.9,4.5,2.7,172
7400,2025-04-06T08:00,8.5,82,5.5,7,2.4,234
7401,2025-04-06T09:00,10.6,73,6.1,8.9,5.4,255
7402,2025-04-06T10:00,12.8,66,6.5,11.5,7,260
7403,2025-04-06T11:00,14.9,59,7,14.7,6.3,265
7404,2025-04-06T12:00,16.4,52,6.5,16.4,7.1,264
7405,2025-04-06T13:00,17.7,43,5.1,16.6,7.2,274
7406,2025-04-06T14:00,17.8,42,4.6,15.2,11.6,285
7407,2025-04-06T15:00,17.3,46,5.6,14.4,12,303
7408,2025-04-06T16:00,17.2,45,5,14.4,11.1,316
7409,2025-04-06T17:00,16.6,46,4.8,13.9,9.7,315
7410,2025-04-06T18:00,15,56,6.3,13.3,5.3,308
7411,2025-04-06T19:00,12.3,65,5.8,10.6,4.2,295
7412,2025-04-06T20:00,11.4,69,6,10.1,2,275
7413,2025-04-06T21:00,10.6,75,6.3,9.4,1.7,257
7414,2025-04-06T22:00,9.1,83,6.5,7.8,3.3,248
7415,2025-04-06T23:00,8.4,88,6.5,7.2,2.3,238
7416,2025-04-07T00:00,8.1,88,6.1,6.9,1.5,135
7417,2025-04-07T01:00,7.4,90,5.9,6,2.7,132
7418,2025-04-07T02:00,6.5,90,4.9,4.7,3.7,104
7419,2025-04-07T03:00,5.9,87,4,4.2,2.1,105
7420,2025-04-07T04:00,5.9,83,3.3,4.3,0.4,117
7421,2025-04-07T05:00,5.9,84,3.4,4.2,1.2,141
7422,2025-04-07T06:00,5.7,85,3.3,3.9,1.5,120
7423,2025-04-07T07:00,8.1,76,4.1,6.6,1.2,117
7424,2025-04-07T08:00,10.3,81,7.2,9,4.2,265
7425,2025-04-07T09:00,12.6,76,8.4,11.5,4.9,276
7426,2025-04-07T10:00,15.4,60,7.6,15,3.6,311
7427,2025-04-07T11:00,18.1,48,7,18.6,3.1,336
7428,2025-04-07T12:00,19.7,46,7.7,20.8,3.1,306
7429,2025-04-07T13:00,20.9,41,7.1,21.5,5.2,258
7430,2025-04-07T14:00,21,40,6.9,21.6,2.7,176
7431,2025-04-07T15:00,20.7,40,6.6,19.6,7.2,141
7432,2025-04-07T16:00,20.3,42,6.8,18.1,9.6,154
7433,2025-04-07T17:00,19.1,45,6.9,16.6,11.7,159
7434,2025-04-07T18:00,17.1,51,6.9,14.7,11,156
7435,2025-04-07T19:00,14.5,59,6.5,12.5,7.6,158
7436,2025-04-07T20:00,12,71,6.8,10.4,5.2,134
7437,2025-04-07T21:00,10.7,78,7.1,9.4,4.4,120
7438,2025-04-07T22:00,9.7,81,6.7,8.3,3.9,112
7439,2025-04-07T23:00,9.2,81,6.1,7.6,4.4,117
7440,2025-04-08T00:00,8.5,81,5.4,6.9,3.8,109
7441,2025-04-08T01:00,8.8,77,5,7,3.7,113
7442,2025-04-08T02:00,8.2,78,4.5,6.4,3.2,109
7443,2025-04-08T03:00,8,75,3.9,6.3,1.9,107
7444,2025-04-08T04:00,7.3,76,3.4,5.4,2.6,102
7445,2025-04-08T05:00,6.4,77,2.7,4.3,3.1,103
7446,2025-04-08T06:00,5.7,76,1.8,3.5,2.6,115
7447,2025-04-08T07:00,8.9,67,3.2,6.9,2.9,94
7448,2025-04-08T08:00,13.2,63,6.4,11.6,5.1,354
7449,2025-04-08T09:00,16.1,52,6.1,14.2,6.5,341
7450,2025-04-08T10:00,18.5,45,6.3,17.6,5.8,338
7451,2025-04-08T11:00,20.7,41,7.1,21,4.8,335
7452,2025-04-08T12:00,22.4,37,7.1,23.5,3.7,313
7453,2025-04-08T13:00,23.6,32,5.9,24.8,2.2,325
7454,2025-04-08T14:00,24.3,28,4.5,25,1.4,270
7455,2025-04-08T15:00,24.5,26,3.9,24.1,1.8,180
7456,2025-04-08T16:00,24.1,29,4.9,22.4,4.4,171
7457,2025-04-08T17:00,22.8,38,7.7,21.5,5.3,168
7458,2025-04-08T18:00,19.6,54,10.1,18.9,5.4,160
7459,2025-04-08T19:00,16.1,59,8.1,14.9,5,154
7460,2025-04-08T20:00,13.5,71,8.2,12.5,3.5,118
7461,2025-04-08T21:00,11.8,77,7.9,10.8,3.4,115
7462,2025-04-08T22:00,10.2,80,6.9,9.2,1.9,119
7463,2025-04-08T23:00,9.6,78,6,8.5,1,112
7464,2025-04-09T00:00,9.8,74,5.3,8.4,1.3,106
7465,2025-04-09T01:00,9.4,76,5.3,7.8,2.9,90
7466,2025-04-09T02:00,9.2,76,5.1,7.5,3.4,93
7467,2025-04-09T03:00,8.8,76,4.7,7.3,1.7,103
7468,2025-04-09T04:00,8.9,73,4.3,7.2,2,95
7469,2025-04-09T05:00,9.1,70,3.9,7.5,1.1,90
7470,2025-04-09T06:00,9,68,3.5,7.3,1.3,98
7471,2025-04-09T07:00,11.7,69,6.3,10.6,1.7,72
7472,2025-04-09T08:00,15.4,57,6.8,14,3.8,329
7473,2025-04-09T09:00,18.6,50,7.9,17.4,4.6,334
7474,2025-04-09T10:00,21.5,41,7.8,21.3,2.8,15
7475,2025-04-09T11:00,23.5,37,7.9,24.4,2,80
7476,2025-04-09T12:00,25.2,30,6.4,25.9,4.2,162
7477,2025-04-09T13:00,26,26,4.8,25.8,7.6,181
7478,2025-04-09T14:00,26.1,27,5.7,26.1,5.9,178
7479,2025-04-09T15:00,26.3,29,6.6,25.9,5.2,207
7480,2025-04-09T16:00,25.2,32,7.5,23.4,9.9,190
7481,2025-04-09T17:00,23.1,41,9.2,21.2,11.5,169
7482,2025-04-09T18:00,20.8,52,10.5,19.9,7.9,160
7483,2025-04-09T19:00,17.4,63,10.4,16.8,5.6,151
7484,2025-04-09T20:00,16.3,69,10.5,15.8,4.7,118
7485,2025-04-09T21:00,15.1,75,10.6,14.8,3.6,110
7486,2025-04-09T22:00,14.7,73,10,14.3,3.4,115
7487,2025-04-09T23:00,14.4,73,9.6,14,2.4,103
7488,2025-04-10T00:00,13.7,75,9.3,13.2,2.7,118
7489,2025-04-10T01:00,14.2,68,8.4,13.2,3.8,115
7490,2025-04-10T02:00,13.3,74,8.9,12.8,1.7,77
7491,2025-04-10T03:00,12.9,74,8.5,12.5,0.4,117
7492,2025-04-10T04:00,13.3,71,8.3,12.7,1.5,21
7493,2025-04-10T05:00,12.9,71,7.7,11.9,2.5,21
7494,2025-04-10T06:00,12.7,67,6.7,11,5.6,29
7495,2025-04-10T07:00,13.6,62,6.4,11.8,6.5,5
7496,2025-04-10T08:00,15.8,51,5.7,13.8,6.8,320
7497,2025-04-10T09:00,18.4,42,5.2,16.3,6.4,320
7498,2025-04-10T10:00,20.9,35,5,19.3,7.5,314
7499,2025-04-10T11:00,22.7,32,5.3,22.3,5.7,302
7500,2025-04-10T12:00,24.1,31,5.8,24.6,3.9,246
7501,2025-04-10T13:00,24.1,29,5,23.3,9.9,155
7502,2025-04-10T14:00,24.5,28,4.9,23.1,5.2,164
7503,2025-04-10T15:00,22.9,26,2.6,18.8,16.6,185
7504,2025-04-10T16:00,21.7,33,4.7,18.3,15,169
7505,2025-04-10T17:00,21.4,33,4.7,18.4,12.3,177
7506,2025-04-10T18:00,19.7,42,6.4,17.8,6.6,147
7507,2025-04-10T19:00,18.1,52,8,17.3,2.1,160
7508,2025-04-10T20:00,16.8,56,7.9,16.1,1.4,113
7509,2025-04-10T21:00,15.3,63,8.3,14.3,3.6,60
7510,2025-04-10T22:00,14,70,8.6,13,4.5,56
7511,2025-04-10T23:00,14.4,69,8.8,14.1,0.4,90
7512,2025-04-11T00:00,13.5,72,8.6,12.6,3.3,9
7513,2025-04-11T01:00,13.7,69,8.2,12.6,4.2,31
7514,2025-04-11T02:00,13.1,62,6.1,11.9,1.8,281
7515,2025-04-11T03:00,12.5,58,4.5,10.5,4.9,6
7516,2025-04-11T04:00,12.3,58,4.2,10.3,4.7,2
7517,2025-04-11T05:00,12.6,50,2.3,9.9,6.7,352
7518,2025-04-11T06:00,11,51,1.3,8.1,7.1,341
7519,2025-04-11T07:00,11.2,63,4.5,8.3,11.4,355
7520,2025-04-11T08:00,11.7,66,5.7,8.7,13.3,335
7521,2025-04-11T09:00,15.2,53,5.8,12.7,10.4,352
7522,2025-04-11T10:00,18.6,45,6.5,16.7,10.1,325
7523,2025-04-11T11:00,21.9,39,7.4,21.5,5.3,298
7524,2025-04-11T12:00,23.5,39,8.6,23.7,7.5,233
7525,2025-04-11T13:00,23.2,41,9.3,20.8,19.1,181
7526,2025-04-11T14:00,20.2,59,12.1,18.2,19.8,165
7527,2025-04-11T15:00,22.4,42,8.8,20.1,13.8,164
7528,2025-04-11T16:00,21.9,38,6.8,18.9,15.2,157
7529,2025-04-11T17:00,21.5,42,8.1,19,13.5,171
7530,2025-04-11T18:00,20,52,9.7,18,13,176
7531,2025-04-11T19:00,17.6,64,10.6,15.9,13,178
7532,2025-04-11T20:00,15.1,74,10.5,14.5,5.3,188
7533,2025-04-11T21:00,15.1,73,10.2,14.8,2.3,209
7534,2025-04-11T22:00,14.8,73,10,14.6,1.1,180
7535,2025-04-11T23:00,13.8,73,9,12.9,4.4,161
7536,2025-04-12T00:00,14.6,67,8.6,14.1,1,158
7537,2025-04-12T01:00,14.9,76,10.8,14.1,7.8,172
7538,2025-04-12T02:00,14.6,81,11.3,13.2,12.1,123
7539,2025-04-12T03:00,13,84,10.4,12.3,6,119
7540,2025-04-12T04:00,12.3,95,11.5,12.2,4.4,81
7541,2025-04-12T05:00,11.7,96,11.1,11.6,2.9,158
7542,2025-04-12T06:00,12.4,93,11.3,11.4,9.5,105
7543,2025-04-12T07:00,13.4,87,11.2,12.9,5.7,134
7544,2025-04-12T08:00,15.7,82,12.7,15.4,8.1,127
7545,2025-04-12T09:00,17.5,70,12,17.9,1.3,180
7546,2025-04-12T10:00,18.6,60,10.7,18.4,2.8,215
7547,2025-04-12T11:00,18.3,59,10.2,18.1,2.1,239
7548,2025-04-12T12:00,18.8,57,10.1,18.1,4.9,118
7549,2025-04-12T13:00,16,75,11.5,14.8,11.5,132
7550,2025-04-12T14:00,17.7,61,10.1,16.1,11.2,179
7551,2025-04-12T15:00,17.9,63,10.8,16.4,11.9,180
7552,2025-04-12T16:00,18.5,58,10.2,17.1,10.6,169
7553,2025-04-12T17:00,18.3,59,10.2,17.4,7.1,195
7554,2025-04-12T18:00,16.9,73,11.9,16.9,3.7,241
7555,2025-04-12T19:00,15.1,77,11,15.2,1.7,283
7556,2025-04-12T20:00,14.3,79,10.8,14.4,1,211
7557,2025-04-12T21:00,13.3,83,10.4,13.2,1.5,225
7558,2025-04-12T22:00,12.4,86,10.1,12.2,1.4,270
7559,2025-04-12T23:00,11.7,89,10,11.6,0.9,191
7560,2025-04-13T00:00,11.1,92,9.8,11,1,135
7561,2025-04-13T01:00,11.5,91,10,11.2,1.7,58
7562,2025-04-13T02:00,11.4,90,9.8,11.1,1.8,37
7563,2025-04-13T03:00,10.9,91,9.5,10.6,1.3,45
7564,2025-04-13T04:00,10.2,92,8.9,9.8,0.8,117
7565,2025-04-13T05:00,10.4,90,8.7,10,0.2,90
7566,2025-04-13T06:00,10.1,92,8.8,9.7,0.7,270
7567,2025-04-13T07:00,10.7,95,10,10,5.3,218
7568,2025-04-13T08:00,11.3,95,10.6,11,2.9,281
7569,2025-04-13T09:00,13.2,85,10.7,13,3.1,234
7570,2025-04-13T10:00,15.6,70,10.3,15.1,4.6,261
7571,2025-04-13T11:00,17.2,65,10.7,17.9,4.7,270
7572,2025-04-13T12:00,18.9,54,9.5,19.5,7,288
7573,2025-04-13T13:00,18.5,50,7.9,16.8,10.5,294
7574,2025-04-13T14:00,18.9,48,7.5,17.1,9,282
7575,2025-04-13T15:00,17.7,62,10.2,16.3,9.9,270
7576,2025-04-13T16:00,18.1,57,9.3,17.5,2.9,330
7577,2025-04-13T17:00,17.2,59,9.2,16.7,2.3,4
7578,2025-04-13T18:00,15.9,78,12,16.4,0.6,56
7579,2025-04-13T19:00,13.8,77,9.9,13.8,0.4,90
7580,2025-04-13T20:00,12.9,79,9.3,12.5,1.8,143
7581,2025-04-13T21:00,11.9,83,9.1,11.4,2,175
7582,2025-04-13T22:00,11.3,87,9.1,10.8,1.9,209
7583,2025-04-13T23:00,10.7,91,9.3,10.2,2.4,228
7584,2025-04-14T00:00,10.7,93,9.7,10.4,1.8,174
7585,2025-04-14T01:00,11.1,96,10.5,10.7,4.4,150
7586,2025-04-14T02:00,11.6,96,11,11.6,2.3,129
7587,2025-04-14T03:00,11.4,95,10.7,11.3,2.7,86
7588,2025-04-14T04:00,11.8,92,10.5,11.6,2.3,86
7589,2025-04-14T05:00,11.9,90,10.3,11.9,0.5,360
7590,2025-04-14T06:00,11.9,90,10.3,11.9,0.4,63
7591,2025-04-14T07:00,12.8,86,10.5,12.7,1.7,122
7592,2025-04-14T08:00,14,80,10.6,13.6,4.3,204
7593,2025-04-14T09:00,15.1,76,10.9,14.5,6.1,251
7594,2025-04-14T10:00,16.2,69,10.6,15,9.6,256
7595,2025-04-14T11:00,16,67,10,13.9,14.6,269
7596,2025-04-14T12:00,15.7,69,10,13.4,16.4,283
7597,2025-04-14T13:00,16.7,64,9.8,15.3,17.2,290
7598,2025-04-14T14:00,17.1,60,9.1,14.9,19,285
7599,2025-04-14T15:00,17.3,54,7.9,14.2,20.3,287
7600,2025-04-14T16:00,16.9,53,7.2,13.6,17.9,280
7601,2025-04-14T17:00,15.8,57,7.2,12.8,15.4,284
7602,2025-04-14T18:00,14.8,61,7.5,13,8.3,292
7603,2025-04-14T19:00,12.9,71,7.8,12.2,1.1,108
7604,2025-04-14T20:00,11.3,79,7.9,10.5,1.7,139
7605,2025-04-14T21:00,10.7,80,7.3,9.8,1.6,333
7606,2025-04-14T22:00,11.1,79,7.6,9.9,3.8,109
7607,2025-04-14T23:00,11.9,75,7.6,10,8.9,133
7608,2025-04-15T00:00,11.6,80,8.2,10,7.8,142
7609,2025-04-15T01:00,11,79,7.4,9.5,5.5,148
7610,2025-04-15T02:00,10,88,8.1,7.1,16,297
7611,2025-04-15T03:00,9.1,88,7.2,7.8,3.7,309
7612,2025-04-15T04:00,8.5,92,7.3,7.5,2.6,78
7613,2025-04-15T05:00,8.9,92,7.6,8.2,0.6,326
7614,2025-04-15T06:00,8.2,92,6.9,7,2.5,274
7615,2025-04-15T07:00,8.2,89,6.6,6.9,3.4,198
7616,2025-04-15T08:00,9.2,82,6.3,8.1,1.7,238
7617,2025-04-15T09:00,10.2,71,5.2,8.2,5.6,268
7618,2025-04-15T10:00,11.2,62,4.2,9,11.1,287
7619,2025-04-15T11:00,11.8,60,4.2,9.5,14.1,291
7620,2025-04-15T12:00,11.7,58,3.6,8.1,14.6,279
7621,2025-04-15T13:00,11.2,64,4.7,9.1,12.8,267
7622,2025-04-15T14:00,12.4,53,3,10.4,11.9,284
7623,2025-04-15T15:00,11.7,50,1.7,7.8,19.3,284
7624,2025-04-15T16:00,9.1,72,4.3,7.3,2.7,270
7625,2025-04-15T17:00,8.3,77,4.4,5.6,9.2,270
7626,2025-04-15T18:00,8.4,73,3.8,5.9,6.9,277
7627,2025-04-15T19:00,7,81,3.9,4.3,8.6,272
7628,2025-04-15T20:00,6.3,82,3.5,4.5,2.2,125
7629,2025-04-15T21:00,6,91,4.6,3.9,5.2,136
7630,2025-04-15T22:00,5.5,94,4.7,4.2,0.4,153
7631,2025-04-15T23:00,4.7,96,4.2,2.9,3.1,140
7632,2025-04-16T00:00,4.6,97,4.2,2.9,2.7,127
7633,2025-04-16T01:00,5,96,4.4,3.5,1.4,113
7634,2025-04-16T02:00,5.5,95,4.7,4,1.5,150
7635,2025-04-16T03:00,5.5,90,3.9,3.5,4.1,315
7636,2025-04-16T04:00,4.5,92,3.3,2.5,3.2,313
7637,2025-04-16T05:00,4.5,88,2.6,2.5,2.2,336
7638,2025-04-16T06:00,4.7,84,2.2,2.8,0.8,45
7639,2025-04-16T07:00,5.9,77,2.3,3.6,4.2,350
7640,2025-04-16T08:00,6.7,71,1.8,4,6.5,347
7641,2025-04-16T09:00,7.9,66,1.9,4.8,9.3,331
7642,2025-04-16T10:00,9.4,53,0.4,5.8,10.7,333
7643,2025-04-16T11:00,11.4,44,-0.3,8.7,10.7,333
7644,2025-04-16T12:00,12.7,38,-1.4,10,13.3,318
7645,2025-04-16T13:00,12.8,40,-0.4,9.1,16.5,319
7646,2025-04-16T14:00,12.5,43,0.4,8.5,15.5,314
7647,2025-04-16T15:00,12.1,48,1.6,8.6,11.6,309
7648,2025-04-16T16:00,12.3,50,2.1,8.6,12.8,299
7649,2025-04-16T17:00,12.2,48,1.6,8.5,12.6,289
7650,2025-04-16T18:00,11.6,52,2.1,8.8,7.4,266
7651,2025-04-16T19:00,9.5,61,2.3,7.4,2.2,185
7652,2025-04-16T20:00,7.9,67,2.2,5.7,3,142
7653,2025-04-16T21:00,6.8,74,2.4,4.6,2.9,133
7654,2025-04-16T22:00,7.4,73,2.9,5.1,4.5,106
7655,2025-04-16T23:00,8.2,73,3.6,5.1,10.8,111
7656,2025-04-17T00:00,8.7,72,4,5.6,11.1,119
7657,2025-04-17T01:00,9.4,86,7.2,7.5,8.1,115
7658,2025-04-17T02:00,9.4,92,8.1,8.3,4.1,128
7659,2025-04-17T03:00,9.7,92,8.4,8.7,4.1,229
7660,2025-04-17T04:00,9.5,95,8.7,8.5,4.3,180
7661,2025-04-17T05:00,9,96,8.4,8.1,3.8,175
7662,2025-04-17T06:00,8.3,99,8.1,7.3,3.6,217
7663,2025-04-17T07:00,9.4,96,8.8,8.5,4.1,247
7664,2025-04-17T08:00,10.8,85,8.4,10,2.7,222
7665,2025-04-17T09:00,12.6,72,7.7,11.8,1.4,157
7666,2025-04-17T10:00,13.6,67,7.5,12.8,1.1,108
7667,2025-04-17T11:00,14.7,63,7.8,14.1,0.4,153
7668,2025-04-17T12:00,15.2,62,7.9,14.5,1.4,130
7669,2025-04-17T13:00,17.3,55,8.3,16.1,7.6,295
7670,2025-04-17T14:00,17.7,53,7.9,16.2,7.3,293
7671,2025-04-17T15:00,17.9,51,7.6,16.2,7.9,282
7672,2025-04-17T16:00,18,48,7,15.7,10.5,282
7673,2025-04-17T17:00,17.4,50,6.8,15,11.2,286
7674,2025-04-17T18:00,15.9,58,7.7,14.3,7,267
7675,2025-04-17T19:00,13.4,71,8.3,12.2,5,232
7676,2025-04-17T20:00,12.4,76,8.3,11.7,1.9,236
7677,2025-04-17T21:00,11,81,7.9,10.3,1.3,214
7678,2025-04-17T22:00,9.8,86,7.6,9,1.5,201
7679,2025-04-17T23:00,9.1,89,7.4,8.3,0.9,191
7680,2025-04-18T00:00,8.8,90,7.3,8.1,0.2,180
7681,2025-04-18T01:00,8.6,84,6,7.5,0.4,153
7682,2025-04-18T02:00,8.1,87,6,7,1,202
7683,2025-04-18T03:00,7.8,89,6.1,6.8,0.4,180
7684,2025-04-18T04:00,7.5,89,5.9,6.4,0.6,342
7685,2025-04-18T05:00,6.9,93,5.9,5.8,0.6,304
7686,2025-04-18T06:00,6.9,96,6.3,5.9,0.5,270
7687,2025-04-18T07:00,9,89,7.3,8.1,1.8,323
7688,2025-04-18T08:00,11.5,78,7.8,10.3,4.1,331
7689,2025-04-18T09:00,14.5,66,8.2,13.4,4.1,337
7690,2025-04-18T10:00,17.6,58,9.2,17.9,2.6,326
7691,2025-04-18T11:00,20.1,49,8.9,21.1,2.7,242
7692,2025-04-18T12:00,21.6,40,7.5,21.9,6.8,202
7693,2025-04-18T13:00,21.9,37,6.4,21.1,10.5,211
7694,2025-04-18T14:00,22.1,32,4.6,20.6,12.1,228
7695,2025-04-18T15:00,21.6,30,3.2,18.9,13.6,242
